sample, o__Gammaproteobacteria_Incertae_Sedis, o__Paenibacillales, o__Halobacterales, o__Tistrellales, o__Acholeplasmatales, o__0319-6G20, o__Alicyclobacillales, o__Rokubacteriales, o__Caldilineales, o__Glycomycetales, o__Abditibacteriales, p__Firmicutes_unassigned, o__Clostridiales, o__Steroidobacterales, o__Exiguobacterales, o__Micavibrionales, c__Clostridia_unassigned, o__Entotheonellales, o__Streptomycetales, o__Chloroflexales, o__MBNT15, o__Gemmatimonadales, o__Peptococcales, o__Pasteurellales, o__Erysipelotrichales, o__Isosphaerales, o__Opitutales, p__Actinobacteriota_unassigned, c__Alphaproteobacteria_unassigned, o__Oceanospirillales, p__Armatimonadota_unassigned, o__PeM15, o__Christensenellales, o__Phycisphaerales, o__Methanofastidiosales, o__Microtrichales, o__Cytophagales, o__Vicinamibacterales, o__Rickettsiales, o__Sphingobacteriales, o__Defluviicoccales, p__Proteobacteria_unassigned, o__R7C24, o__Acidaminococcales, o__Parcubacteria, o__Bacteroidales, o__Xanthomonadales, o__Kallotenuales, o__Reyranellales, o__Thermicanales, o__Thermobaculales, o__Clostridia, o__Ardenticatenales, o__Pseudonocardiales, c__Alphaproteobacteria_uncultured, o__MB-A2-108, o__Micrococcales, o__Desulfobulbales, c__Acidimicrobiia_unassigned, o__Staphylococcales, o__Catenulisporales, o__Deep_Sea_Euryarchaeotic_Group(DSEG), o__Propionibacteriales, o__Veillonellales-Selenomonadales, o__Bradymonadales, o__Omnitrophales, o__Armatimonadales, o__Mycoplasmatales, o__Alphaproteobacteria_Incertae_Sedis, o__Peptostreptococcales-Tissierellales, o__Synergistales, o__Caulobacterales, o__Clostridia_vadinBB60_group, o__Saccharimonadales, o__Campylobacterales, o__Cyanobacteriales, c__Bacilli_unassigned, c__Actinobacteria_unassigned, o__Deinococcales, o__Eubacteriales, o__Actinomarinales, o__Chitinophagales, o__Kineosporiales, c__Gammaproteobacteria_unassigned, o__Corynebacteriales, o__Bifidobacteriales,d__Bacteria_unassigned, c__Bacteroidia_unassigned, o__Thermoactinomycetales, o__Oscillospirales, o__Coriobacteriales, o__Obscuribacterales, o__Babeliales, o__Bryobacterales, o__Fusobacteriales, o__Micropepsales, o__Solirubrobacterales, o__Myxococcales, o__Lactobacillales, o__Solibacterales, o__Polyangiales, o__Tepidisphaerales, o__Azospirillales, o__Frankiales, o__Cardiobacteriales, o__Acetobacterales, o__Lachnospirales, o__Actinomycetales, o__Enterobacterales, o__Burkholderiales, o__Legionellales, o__Asgardarchaeota, o__RF39, o__Gaiellales, o__Salinisphaerales, o__Flavobacteriales, o__Aenigmarchaeales, o__Bdellovibrionales, o__Rhodospirillales, o__C0119, o__Subgroup_7, p__Chloroflexi_unassigned, o__Absconditabacteriales_(SR1), o__Pseudomonadales, o__Acidithiobacillales, o__Micromonosporales, o__Monoglobales, o__IMCC26256, o__Sphingomonadales, o__Chloroplast, o__Thermomicrobiales, o__Marine_Group_II, o__Rubrobacterales, o__Spirochaetales, o__SBR1031, o__Oligoflexales, o__Thermaerobacterales, o__Streptosporangiales, o__JGI_0000069-P22, o__Longimicrobiales, o__Rhodothermales, o__Bacillales, o__Rhizobiales, o__Diplorickettsiales, c__Acidimicrobiia_uncultured, o__Blastocatellales, o__Clostridia_UCG-014, o__NB1-j, o__TK10, o__Gemmatales, o__Rhodobacterales, o__Acidobacteriales
blankswab.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blankswab.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
DNAfreewater.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
DNAfreewater.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0
EBLANK.MB1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,185,0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0,0,0
EBLANK.MB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
EBLANK.MB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,167,17,0,0,0,0,0,0,0,0,0
EBLANK001,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,21,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,17,0,0,0,112,6,0,0,0,0,0,0,0,0,0
EBLANK002,0,0,0,0,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,0,0,45,0,0,0,0,0,35,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,11,137,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,28,0,0,196,0,0,0,0,32,0,0,0,196,34,0,0,0,0,0,0,0,0,0
EBLANK003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,280,62,0,0,0,0,0,0,0,0,0
EBLANK004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,127,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,17,0,0,0,114,4,0,0,0,0,0,0,0,0,0
EBLANK006,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,0,0,0,0,0,13,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,203,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,129,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0
EBLANK007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,70,0,0,0,136,0,12,0,0,0,0,0,0,16,0
EBLANK008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,52,0,0,0,0,23,0,0,0,342,35,0,0,0,0,0,0,0,0,0
EBLANK009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,15,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,210,22,0,0,0,0,0,0,0,0,0
EBLANK011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,96,0,0,0,0,0,19,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,14,0,0,0,139,8,7,0,0,0,0,0,0,13,0
EBLANK013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,279,23,0,0,0,0,0,0,0,0,0
MASK001.V1.MASK,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1119,12,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,558,49,0,0,0,0,0,0,11,0,0,1736,0,0,826,0,0,2409,325,0,0,0,0,0,18,0,0,0,4,6,0,0,0,0,0,0,0,0,0,1145,0,0,0,0,17,9,0,0,0,443,0,0,0,5815,0,0,0,0,0,54,0,49,1033,189,2138,0,0,0,0,0,127,0,0,0,0,0,0,0,72,0,0,0,0,27,48,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0
MASK001.V1.SKIN,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,0,0,0,0,4,0,0,72,0,0,8736,0,0,17323,30,0,0,0,0,0,316,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1076,0,4,0,2,0,0,0,0,0,44,0,0,0,1390,0,0,0,0,6,3,6,0,108,14,401,0,0,0,0,0,22,0,0,0,0,0,0,0,7,0,0,0,0,30,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0
MASK001.v1.throat,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,916,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7034,0,0,0,0,0,0,0,0,0,0,2462,0,0,1286,0,0,3,9306,0,0,0,0,0,177,0,0,0,39,304,0,26,3,0,0,0,0,0,0,10,0,7,0,0,0,236,0,0,0,2293,0,0,0,24785,0,0,0,0,0,4,0,1618,3459,21,488,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MASK001.V2.MASK,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,492,0,0,876,0,0,858,0,0,1285,133,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,1635,0,0,0,0,0,6,0,0,0,5,0,0,0,3364,0,0,0,0,0,15,0,49,706,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,142,0,0,328,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,63,0
MASK001.V2.SKIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,18219,0,0,12261,10,0,0,0,0,0,762,0,0,0,0,0,0,0,0,2,0,0,0,0,0,892,0,0,0,0,0,0,0,0,0,0,0,2,0,101,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MASK001.v2.throat,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,0,0,0,0,0,0,0,0,0,0,522,0,0,192,0,0,5,4218,0,0,0,0,0,30,0,0,0,3,39,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,160,0,0,0,324,0,0,0,13620,0,0,0,0,0,0,0,313,1097,0,23,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MASK001.V3.MASK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4021,0,0,0,0,0,0,0,0,0,0,1078,0,0,506,0,0,247,1697,0,0,0,0,0,17,0,0,0,15,55,0,22,0,0,0,0,0,0,0,322,0,0,0,0,0,65,0,0,0,387,0,0,0,8323,0,0,0,0,0,14,0,109,1036,0,773,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MASK001.V3.SKIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,18,0,0,81,0,0,3143,0,0,23260,37,0,0,0,0,0,830,0,7,0,0,0,0,0,0,11,0,0,0,0,0,1328,0,0,0,0,0,0,0,0,0,8,0,0,0,207,0,0,0,0,4,0,10,0,17,13,56,0,0,0,0,0,25,0,0,0,0,0,0,0,57,0,0,0,0,77,24,0,0,4,0,0,0,0,0,0,0,0,40,21,0,0,0,0,0,0,0,17,0
MASK001.v3.throat,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,128,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4276,0,0,0,0,0,0,0,0,0,0,203,0,0,157,0,0,0,2909,0,0,0,0,0,6,0,0,0,13,168,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,180,0,0,0,112,0,0,0,7034,0,0,0,0,0,0,0,1150,763,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MASK002.V1.MASK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,51,0,0,163,0,0,181,0,0,26036,9,0,0,0,0,0,3,0,0,8,3,0,0,0,0,0,0,0,0,0,0,743,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,8,3,1524,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,32,0,0,0,0,0,0,0,0,31,7,0,0,0,0,0,0,0,0,0
